distrito,year_date_of_spill_edit,mes_date_of_spill_edit,dia_date_of_spill_edit,release_prod_wtr,operator_rp,tipo_operacion_rrc,probable_cause,probable_cause_edit,spill_sustancias,release_crude_oil,release_cond,release_gas,recovery_crude_oil,recovery_cond,recovery_prod_wtr,affected_area,grado_sensibilidad_area,sensibilidad_area,cleanup_method,metodos_aplicados
19/7/2021,19.0,20/7/2021,20/7/2021,0,ANIMAL KINGDOM 44 UNIT,,0,0,264846,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
20/7/2021,20.0,21/7/2021,21/7/2021,2100,RRP OPERATING LLC,,OTHER,0,265026,0,0.0,0,0,0,,,LAND,NO,,
30/6/2021,30.0,21/7/2021,21/7/2021,0,RICKER 28A,,90,3780,265072,0,,,0,,H-8,LAND,NON-SENSITIVE,NO,,
21/7/2021,21.0,22/7/2021,22/7/2021,2000,BLACKBEARD OPERATING,,OTHER,OTHER,265149,800,,,,,,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
,,,,,,,,,,,,,,,,,,,,
22/7/2021,22.0,22/7/2021,22/7/2021,23100,CALVERLEY,,MECHANICAL FAILURE,0,265241,0,0.0,0,0,0,5880,,LAND,NO,,
,,,,,,,,,,,,,,,,,,,,
25/7/2021,25.0,26/7/2021,26/7/2021,0,MINE THAT BIRD 38 FEE SWD,,0,0,265500,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
24/7/2021,24.0,26/7/2021,26/7/2021,0,FLOYD,,10,420,265535,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
26/7/2021,26.0,25/7/2021,25/7/2021,,HOFA,,,,265547,,,,,,H-8,LAND,NON-SENSITIVE,NO,,
,,,,,,,,,,,,,,,,,,,,
23/7/2021,23.0,26/7/2021,26/7/2021,8232,Pioneer Natural Resources (acq. by ExxonMobil 2023),,CORROSION,0,265590,0,0.0,0,0,0,0,,LAND,NO,,
25/7/2021,25.0,27/7/2021,27/7/2021,,LORD MURPHY 10 STATE A,,10,420,265700,,,,,,OPERATOR,LAND,NON-SENSITIVE,NO,,
11/5/2021,11.0,27/7/2021,27/7/2021,0,PHILLIPS 3A,,5,210,265744,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
26/7/2021,26.0,27/7/2021,27/7/2021,0,ARNETT 44,,0,0,265809,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
,,,,,,,,,,,,,,,,,,,,
28/7/2021,28.0,28/7/2021,28/7/2021,90,CROWNQUEST OPERATING,,WEATHER,WEATHER,265960,0,0.0,0,0,0,,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
29/7/2021,29.0,30/7/2021,30/7/2021,0,SOUTH CURTIS RANCH,,124,5208,266234,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
30/7/2021,30.0,30/7/2021,30/7/2021,12600,FULLERTON CLEARFORK UNIT,,CORROSION,0,266299,0,0.0,0,0,0,0,,LAND,NO,,
29/7/2021,29.0,30/7/2021,30/7/2021,0,ZANT,,2.8,117.6,266309,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
1/8/2021,1.0,1/8/2021,1/8/2021,0,MAUDE WILLIAM ET AL -A- CENTRALIZED FACILITY,,50,2100,266317,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
1/8/2021,1.0,2/8/2021,2/8/2021,0,LHS RANCH,,23.5,987,266345,0,,,0,,H-8,LAND,NON-SENSITIVE,NO,,
2/8/2021,2.0,2/8/2021,2/8/2021,1029,JETTA OPERATING COMPANY,,CORROSION,0.5,266408,21,0.0,0,,,,,LAND,NO,,
,,,,,,,,,,,,,,,,,,,,
30/7/2021,30.0,2/8/2021,2/8/2021,2350,BIRCH OPERATIONS,,MECHANICAL FAILURE,MECHANICAL FAILURE,266456,0,0.0,0,0,0,2340,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
29/6/2021,29.0,2/8/2021,2/8/2021,0,HOLCOMB,,0,0,266467,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
1/8/2021,1.0,3/8/2021,3/8/2021,63714,MEANS/SAN ANDRES/UNIT,,CORROSION,0,266516,0,,0,0,0,0,,LAND,NO,,
30/7/2021,30.0,3/8/2021,3/8/2021,0,MASHBURN,,8,336,266629,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
2/8/2021,2.0,4/8/2021,4/8/2021,378,Pioneer Natural Resources (acq. by ExxonMobil 2023),,MECHANICAL FAILURE,6,266753,252,0.0,0,0,0,0,,LAND,NO,,
6/8/2021,6.0,6/8/2021,6/8/2021,,SAGO PETERS,,20,840,266977,,,,,,H-8,LAND,NON-SENSITIVE,NO,,
6/8/2021,6.0,6/8/2021,6/8/2021,1,EOG RESOURCES,,MECHANICAL FAILURE,MECHANICAL FAILURE,267032,3,0.0,0,2.5,0,,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
6/8/2021,6.0,6/8/2021,6/8/2021,0,NOBLES CHARITABLE TRUST,,50,2100,267059,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
8/8/2021,8.0,8/8/2021,8/8/2021,0,SOLA VACA NORTE A 2 EF,,0,0,267063,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
,,,,,,,,,,,,,,,,,,,,
8/8/2021,8.0,9/8/2021,9/8/2021,49,CROWNQUEST OPERATING,,INTERNAL CORROSION,CORROSION,267223,12,0.0,0,12,0,10,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
,,,,,,,,,,,,,,,,,,,,
9/8/2021,9.0,9/8/2021,9/8/2021,0,ROCKER B 3034,,0,0,267286,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
9/8/2021,9.0,20/3/1902,20/3/1902,7560,LLC,,MECHANICAL FAILURE,25,267297,1050,0.0,0,1050,0,7140,,LAND,NO,,
9/8/2021,9.0,10/8/2021,10/8/2021,0,MABEE RANCH,,5,210,267330,0,,,0,,,,,,,
7/8/2021,7.0,10/8/2021,10/8/2021,,STASNY-PORTERFIELD EF,,,,267339,,,,,,H-8,LAND,NON-SENSITIVE,NO,,
6/8/2021,6.0,11/8/2021,11/8/2021,0,ELWOOD 29 FEE SWD,,0,0,267394,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
11/8/2021,11.0,11/8/2021,11/8/2021,0,KOONCE,,23,966,267521,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
10/8/2021,10.0,11/8/2021,11/8/2021,800,CROWNQUEST OPERATING,,INTERNAL CORROSION,CORROSION,267536,0,0.0,0,0,0,799,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
10/8/2021,10.0,12/8/2021,12/8/2021,14700,Pioneer Natural Resources (acq. by ExxonMobil 2023),,MECHANICAL FAILURE,14,267602,588,0.0,0,210,0,10920,,LAND,NO,,
,,,,,,,,,,,,,,,,,,,,
12/8/2021,12.0,13/8/2021,13/8/2021,23,1776 ENERGY OPERATORS,,THIRD PARTY,THIRD PARTY,267700,2,0.0,0,0,0,0,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
5/8/2021,5.0,13/8/2021,13/8/2021,1260,FASKEN,,MECHANICAL FAILURE,45,267809,1890,0.0,0,420,0,1260,,LAND,NO,,
13/7/2021,13.0,16/8/2021,16/8/2021,126,KILE,,CORROSION,5,267912,210,0.0,0,0,0,0,,LAND,NO,,
13/8/2021,13.0,16/8/2021,16/8/2021,0,SMITH SN 48-37-36 01,,14,588,267925,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
13/8/2021,13.0,16/8/2021,16/8/2021,0,PANGEA WEST,,0,0,268028,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
14/8/2021,14.0,16/8/2021,16/8/2021,5460,Pioneer Natural Resources (acq. by ExxonMobil 2023),,MECHANICAL FAILURE,25,268030,1050,0.0,0,840,0,4620,,LAND,NO,,
12/8/2021,12.0,16/8/2021,16/8/2021,0,UNIVERSITY 1-36 UNIT,,10,420,268035,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
15/8/2021,15.0,16/8/2021,16/8/2021,13020,Pioneer Natural Resources (acq. by ExxonMobil 2023),,MECHANICAL FAILURE,0,268037,0,0.0,0,0,0,11760,,LAND,NO,,
,,,,,,,,,,,,,,,,,,,,
16/8/2021,16.0,17/8/2021,17/8/2021,30,SURGE OPERATING,,INTERNAL CORROSION,CORROSION,268053,15,0.0,0,12,0,25,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
16/8/2021,16.0,17/8/2021,17/8/2021,0,CONSTANTAN 34-174 (N),,300,12600,268057,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
,,,,,,,,,,,,,,,,,,,,
17/8/2021,17.0,18/8/2021,18/8/2021,95,LAREDO PETROLEUM,,WEATHER,WEATHER,268196,0,0.0,0,0,0,90,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
26/8/2021,26.0,26/8/2021,26/8/2021,0,LOMAX 'A',,7.5,315,268246,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
17/8/2021,17.0,18/8/2021,18/8/2021,0,BARNEY,,45,1890,268306,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
19/8/2021,19.0,19/8/2021,19/8/2021,3906,Pioneer Natural Resources (acq. by ExxonMobil 2023),,CORROSION,0,268418,0,0.0,0,0,0,0,,LAND,NO,,
21/8/2021,21.0,22/8/2021,22/8/2021,8,EOG RESOURCES,,INTERNAL CORROSION,CORROSION,268597,21,0.0,0,21,0,0,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
20/8/2021,20.0,23/8/2021,23/8/2021,840,Pioneer Natural Resources (acq. by ExxonMobil 2023),,MECHANICAL FAILURE,40,268748,1680,0.0,0,1260,0,630,,LAND,NO,,
23/8/2021,23.0,23/8/2021,23/8/2021,1134,Pioneer Natural Resources (acq. by ExxonMobil 2023),,MECHANICAL FAILURE,5.5,268820,231,0.0,0,126,0,798,,LAND,NO,,
20/8/2021,20.0,24/8/2021,24/8/2021,0,E.L. POWELL BC,,39,1638,268850,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
,,,,,,,,,,,,,,,,,,,,
24/8/2021,24.0,24/8/2021,24/8/2021,2,1776 ENERGY OPERATORS,,INTERNAL CORROSION,CORROSION,268978,1,0.0,0,1,0,2,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
23/8/2021,23.0,25/8/2021,25/8/2021,0,ARNETT 44,,0,0,269067,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
,,,,,,,,,,,,,,,,,,,,
26/8/2021,26.0,26/8/2021,26/8/2021,4620,INC.,,CORROSION,0,269226,0,138.0,0,0,0,0,,LAND,NO,,
26/8/2021,26.0,26/8/2021,26/8/2021,0,AMERIGO 901A,,0,0,269245,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
23/8/2021,23.0,27/8/2021,27/8/2021,1680,HOLT,,CORROSION,13,269273,546,0.0,0,420,0,1050,,LAND,NO,,
25/8/2021,25.0,27/8/2021,27/8/2021,0,MIDLAND FARMS NO GRBY UT,,50,2100,269276,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
27/8/2021,27.0,27/8/2021,27/8/2021,0,UNIVERSITY 27-34,,1,42,269321,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
,,,,,,,,,,,,,,,,,,,,
29/8/2021,29.0,30/8/2021,30/8/2021,0,CHARISMATIC 5 STATE UNIT,,0,0,269493,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
29/8/2021,29.0,30/8/2021,30/8/2021,0,CROWHEART,,0,0,269510,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
28/8/2021,28.0,30/8/2021,30/8/2021,0,JOHN J BUSH 218-219 UNIT A,,150,6300,269537,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
5/7/2021,5.0,30/8/2021,30/8/2021,0,ATLAS SWD,,0,0,269538,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
23/8/2021,23.0,23/8/2021,23/8/2021,25200,W. MEANS/GRBG. SAN ANDRES/UNIT,,MECHANICAL FAILURE,10,269873,420,0.0,0,420,0,25200,,LAND,NO,,
,,,,,,,,,,,,,,,,,,,,
2/9/2021,2.0,3/9/2021,3/9/2021,0,COGDELL CANYON REEF UNIT,,0,0,270010,0,,,0,,,,,,,
30/8/2021,30.0,3/9/2021,3/9/2021,0,FOWLER 34-193,,11.3,474.6,270017,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
5/9/2021,5.0,7/9/2021,7/9/2021,1634.64,GEL TEMEYER 297,,MECHANICAL FAILURE,44.78,270107,1880.76,0.0,0,1871.52,38.92,0,,LAND,NO,,
6/9/2021,6.0,7/9/2021,7/9/2021,34146,BEARTOOTH C20-11 WD,,OTHER,0,270140,0,0.0,0,0,0,12600,,LAND,NO,,
5/9/2021,5.0,7/9/2021,7/9/2021,5691,Pioneer Natural Resources (acq. by ExxonMobil 2023),,MECHANICAL FAILURE,61.5,270202,2583,0.0,0,1239,0,2751,,LAND,NO,,
6/9/2021,6.0,7/9/2021,7/9/2021,0,UNIVERSITY EAST,,22,924,270238,0,,,0,,H-8,LAND,NON-SENSITIVE,NO,,
7/9/2021,7.0,8/9/2021,8/9/2021,924,Pioneer Natural Resources (acq. by ExxonMobil 2023),,MECHANICAL FAILURE,10.5,270325,441,0.0,0,336,0,714,,LAND,NO,,
7/9/2021,7.0,8/9/2021,8/9/2021,0,UNIVERSITY 45,,0,0,270362,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
9/9/2021,9.0,10/9/2021,10/9/2021,900,PERCUSSION PETROLEUM OPER II,,MECHANICAL FAILURE,MECHANICAL FAILURE,270570,0,0.0,0,0,0,720,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
9/9/2021,9.0,11/9/2021,11/9/2021,17640,HYDRA GLIDE,,MECHANICAL FAILURE,0,270750,0,0.0,0,0,0,17640,,LAND,NO,,
10/9/2021,10.0,13/9/2021,13/9/2021,0,FOUCH,,5,210,270783,0,,,0,,H-8,LAND,NON-SENSITIVE,NO,,
10/9/2021,10.0,13/9/2021,13/9/2021,0,TXL 20 UNIT 1,,17.72,744.24,270828,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
9/9/2021,9.0,13/9/2021,13/9/2021,13440,Pioneer Natural Resources (acq. by ExxonMobil 2023),,MECHANICAL FAILURE,0,270863,0,0.0,0,0,0,12600,,LAND,NO,,
,,,,,,,,,,,,,,,,,,,,
15/9/2021,15.0,15/9/2021,15/9/2021,0,SOUTH CURTIS RANCH,,12,504,271176,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
15/9/2021,15.0,16/9/2021,16/9/2021,0,GRAHAM SWD,,5,210,271253,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
15/9/2021,15.0,16/9/2021,16/9/2021,300,FDL OPERATING,,MECHANICAL FAILURE,MECHANICAL FAILURE,271286,20,0.0,0,18,0,275,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
,,,,,,,,,,,,,,,,,,,,
17/9/2021,17.0,17/9/2021,17/9/2021,0,WEST RANCH (41-A/98-A CONS) UNIT,,0,0,271361,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
15/9/2021,15.0,17/9/2021,17/9/2021,267,AGHORN OPERATING,,MECHANICAL FAILURE,MECHANICAL FAILURE,271425,0,0.0,0,0,0,264,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
17/9/2021,17.0,17/9/2021,17/9/2021,0,SOUTH CURTIS RANCH,,9,378,271493,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
17/9/2021,17.0,17/9/2021,17/9/2021,100,MUELLER EXPLORATION,,MECHANICAL FAILURE,MECHANICAL FAILURE,271510,15,0.0,0,14.5,0,,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
8/9/2021,8.0,8/9/2021,8/9/2021,0,UL 20 FLATHEAD,,0,0,271695,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
,,,,,,,,,,,,,,,,,,,,
20/9/2021,20.0,20/9/2021,20/9/2021,0,CUNNING WOLF UL,,5,210,271736,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
21/9/2021,21.0,21/9/2021,21/9/2021,88.2,BURLINGTON RES O&G CO-MIDLAND,,CORROSION,6.3,271872,264.6,0.0,0,0,0,0,,LAND,NO,,
,,,,,,,,,,,,,,,,,,,,
17/9/2021,17.0,22/9/2021,22/9/2021,0,RIO LLANO,,8,336,271933,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
,,,,,,,,,,,,,,,,,,,,
22/9/2021,22.0,23/9/2021,23/9/2021,0,NORTON 27,,7,294,272119,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
24/9/2021,24.0,24/9/2021,24/9/2021,18900,GREEN,,MECHANICAL FAILURE,20,272349,840,0.0,,,,,,,NO,,
,,,,,,,,,,,,,,,,,,,,
25/9/2021,25.0,27/9/2021,27/9/2021,420,Pioneer Natural Resources (acq. by ExxonMobil 2023),,CORROSION,140,272608,5880,0.0,0,840,0,0,,LAND,NO,,
25/9/2021,25.0,27/9/2021,27/9/2021,420,Pioneer Natural Resources (acq. by ExxonMobil 2023),,CORROSION,24,272608,1008,0.0,0,840,0,0,,LAND,NO,,
24/9/2021,24.0,27/9/2021,27/9/2021,0,MEANS /SAN ANDRES/ UNIT,,0,0,272625,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
28/9/2021,28.0,28/9/2021,28/9/2021,0,TYRION SWD,,0,0,272705,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
10/9/2021,10.0,28/9/2021,28/9/2021,0,WILLIAMS,,6,252,272755,0,,,0,,H-8,LAND,NON-SENSITIVE,NO,,
28/9/2021,28.0,28/9/2021,28/9/2021,10500,Pioneer Natural Resources (acq. by ExxonMobil 2023),,CORROSION,0,272764,0,0.0,0,0,0,10290,,LAND,NO,,
,,,,,,,,,,,,,,,,,,,,
28/9/2021,28.0,30/9/2021,30/9/2021,3360,LLC,,MECHANICAL FAILURE,30,273051,1260,0.0,0,1260,0,3360,,LAND,NO,,
30/9/2021,30.0,30/9/2021,30/9/2021,0,BEST-FENNER UNIT,,8.3000000000000007,348.6,273071,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
,,,,,,,,,,,,,,,,,,,,
28/9/2021,28.0,4/10/2021,4/10/2021,1890,WADE,,MECHANICAL FAILURE,0,273335,0,0.0,0,0,0,1680,,LAND,NO,,
4/10/2021,4.0,5/10/2021,5/10/2021,74,FDL OPERATING,,MECHANICAL FAILURE,MECHANICAL FAILURE,273438,0,0.0,0,0,0,0,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
3/10/2021,3.0,5/10/2021,5/10/2021,45,CROWNQUEST OPERATING,,MECHANICAL FAILURE,MECHANICAL FAILURE,273511,40,0.0,0,0,0,0,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
6/10/2021,6.0,6/10/2021,6/10/2021,512.4,TRIGGER 40 W,,MECHANICAL FAILURE,64.8,273623,2721.6,0.0,0,0,0,0,,LAND,NO,,
4/10/2021,4.0,6/10/2021,6/10/2021,0,WEEZER UNIT,,10,420,273633,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
6/10/2021,6.0,6/10/2021,6/10/2021,1100,AMERICO ENERGY RESOURCES,,MECHANICAL FAILURE,MECHANICAL FAILURE,273644,0,0.0,0,0,0,0,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
,,,,,,,,,,,,,,,,,,,,
6/10/2021,6.0,7/10/2021,7/10/2021,0,STATE REED B 11-12,,25,1050,273711,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
7/10/2021,7.0,7/10/2021,7/10/2021,40,BONER,,MECHANICAL FAILURE,MECHANICAL FAILURE,273714,12,0.0,0,0,0,0,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
4/10/2021,4.0,8/10/2021,8/10/2021,640,BOAZ ENERGY II OPERATING,,MECHANICAL FAILURE,MECHANICAL FAILURE,273796,0,0.0,0,0,0,250,1,1,,,
6/10/2021,6.0,8/10/2021,8/10/2021,4,LAREDO PETROLEUM,,INTERNAL CORROSION,CORROSION,273801,5,0.0,0,4,0,3,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
,,,,,,,,,,,,,,,,,,,,
10/10/2021,10.0,11/10/2021,11/10/2021,600,CROWNQUEST OPERATING,,MECHANICAL FAILURE,MECHANICAL FAILURE,273973,,0.0,0,0,0,450,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
8/10/2021,8.0,11/10/2021,11/10/2021,0,SCHARBAUER -34-,,30,1260,273985,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
11/10/2021,11.0,11/10/2021,11/10/2021,0,ACKERLY/DEAN/FIELD UNIT,,0,0,274077,0,,,0,,,,,NO,,
10/10/2021,10.0,11/10/2021,11/10/2021,0,BENGE CORNER,,119,4998,274088,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
8/10/2021,8.0,11/10/2021,11/10/2021,20,CROWNQUEST OPERATING,,INTERNAL CORROSION,CORROSION,274092,20,0.0,0,20,0,20,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
10/10/2021,10.0,13/10/2021,13/10/2021,3360,NOBLES,,CORROSION,20,274278,840,0.0,0,0,0,0,,LAND,NO,,
14/10/2021,14.0,14/10/2021,14/10/2021,10,LAREDO PETROLEUM,,MECHANICAL FAILURE,MECHANICAL FAILURE,274483,5,0.0,0,0,0,0,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
14/10/2021,14.0,14/10/2021,14/10/2021,0,SOUTH CURTIS RANCH,,15,630,274519,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
8/10/2021,8.0,15/10/2021,15/10/2021,0,,,0,0,274635,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
15/10/2021,15.0,15/10/2021,15/10/2021,,SCOTT-LEWIS UNIT,,,,274655,,,,,,H-8,LAND,NON-SENSITIVE,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
19/10/2021,19.0,19/10/2021,19/10/2021,0,CARNES-REGENTS UNIT,,28,1176,274957,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
15/10/2021,15.0,19/10/2021,19/10/2021,60,CROWNQUEST OPERATING,,THIRD PARTY,THIRD PARTY,275007,25,0.0,0,25,0,20,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
15/10/2021,15.0,19/10/2021,19/10/2021,1680,Pioneer Natural Resources (acq. by ExxonMobil 2023),,MECHANICAL FAILURE,8,275037,336,0.0,0,336,0,1470,,LAND,NO,,
19/10/2021,19.0,19/10/2021,19/10/2021,0,HEADLEE 2920,,26,1092,275038,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
,,,,,,,,,,,,,,,,,,,,
18/10/2021,18.0,19/10/2021,19/10/2021,10500,POWELL,,MECHANICAL FAILURE,15,275081,630,0.0,0,420,0,6930,,LAND,NO,,
19/10/2021,19.0,19/10/2021,19/10/2021,0,LEVELLAND UNIT,,0,0,275091,0,,,0,,,,,NO,,
21/10/2021,21.0,21/10/2021,21/10/2021,20,LATIGO PETROLEUM,,OPERATOR/HUMAN ERROR,HUMAN ERROR,275352,0,0.0,0,0,0,5,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
21/10/2021,21.0,21/10/2021,21/10/2021,0,SOUTH CURTIS RANCH,,11,462,275431,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
20/10/2021,20.0,21/10/2021,21/10/2021,0,MCGUFFIN UNIT,,5,210,275439,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
21/10/2021,21.0,22/10/2021,22/10/2021,0,HOLCOMB 39-40,,14,588,275486,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
21/10/2021,21.0,22/10/2021,22/10/2021,4,LAREDO PETROLEUM,,INTERNAL CORROSION,CORROSION,275499,5,0.0,0,1,0,0,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
23/10/2021,23.0,25/10/2021,25/10/2021,0,LEONATUS II SWD,,0,0,275730,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
26/10/2021,26.0,26/10/2021,26/10/2021,0,ALLIANCE AIRPORT KS UNIT,,0,0,276089,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
29/10/2021,29.0,1/11/2021,1/11/2021,0,FREEDOM SWD,,0,0,276731,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
31/10/2021,31.0,1/11/2021,1/11/2021,420,Pioneer Natural Resources (acq. by ExxonMobil 2023),,MECHANICAL FAILURE,5,276772,210,0.0,0,168,0,210,,LAND,NO,,
1/11/2021,1.0,1/11/2021,1/11/2021,,C. F. GOEN UNIT,,5,210,276789,,,,,,H-8,LAND,NON-SENSITIVE,NO,,
1/11/2021,1.0,2/11/2021,2/11/2021,300,SILVER CREEK OIL & GAS,,MECHANICAL FAILURE,MECHANICAL FAILURE,276898,0,0.0,0,0,0,245,1,1,,,
,,,,,,,,,,,,,,,,,,,,
3/11/2021,3.0,3/11/2021,3/11/2021,,WEST HASTING UNIT,,,,277068,,,,,,H-8,LAND,NON-SENSITIVE,NO,,
3/11/2021,3.0,3/11/2021,3/11/2021,100,SPH DEVELOPMENT,,MECHANICAL FAILURE,MECHANICAL FAILURE,277088,10,0.0,0,10,0,,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
4/11/2021,4.0,4/11/2021,4/11/2021,0,BRISCOE G GU11 STATE,,0,0,277254,10,,,1,,OPERATOR,LAND,NON-SENSITIVE,NO,,
6/11/2021,6.0,8/11/2021,8/11/2021,2940,Pioneer Natural Resources (acq. by ExxonMobil 2023),,MECHANICAL FAILURE,10,277449,420,0.0,0,210,0,1890,,LAND,NO,,
1/11/2021,1.0,9/11/2021,9/11/2021,610,WPX ENERGY PERMIAN,,MECHANICAL FAILURE,MECHANICAL FAILURE,277724,0,0.0,0,0,0,610,LAND--NON-SENSITIVE AREA,,NON-SENSITIVE,,
6/11/2021,6.0,9/11/2021,9/11/2021,1260,NOBLES,,CORROSION,15,277731,630,0.0,0,0,0,0,,LAND,NO,,
9/11/2021,9.0,9/11/2021,9/11/2021,,WILLIAM BLOODGOOD SURVE,,,,277833,,,,,,H-8,LAND,NON-SENSITIVE,NO,,
9/11/2021,9.0,10/11/2021,10/11/2021,0,SOUTH CURTIS RANCH,,36,1512,277848,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
10/11/2021,10.0,10/11/2021,10/11/2021,4200,Pioneer Natural Resources (acq. by ExxonMobil 2023),,HUMAN ERROR,10,277940,420,0.0,0,0,0,0,,LAND,YES,,
10/11/2021,10.0,10/11/2021,10/11/2021,0,HOLCOMB 68-14 UNIT 2,,9.1999999999999993,386.4,277969,0,,,0,,OPERATOR,LAND,NON-SENSITIVE,NO,,
