distrito,year_date_of_spill_edit,mes_date_of_spill_edit,dia_date_of_spill_edit,release_prod_wtr,operator_rp,tipo_operacion_rrc,probable_cause,probable_cause_edit,spill_sustancias,release_crude_oil,release_cond,release_gas,recovery_crude_oil,recovery_cond,recovery_prod_wtr,affected_area,grado_sensibilidad_area,sensibilidad_area,cleanup_method,metodos_aplicados
21/2/2015,21.0,21/2/2015,21/2/2015,2268,MARATHON OIL EF LLC,,PINHOLE LEAK,20,2015-02-1260,840,,,0,,0,1,,NO,,
8/1/2015,8.0,8/1/2015,8/1/2015,,BRASWELL B,,32,1344,2015-02-205,,,,,,VERBAL,,,NO,,
30/4/2015,30.0,30/4/2015,30/4/2015,,BORGFELD A2,,0,0,2015-02-2833,15,,,,,VERBAL,,,NO,,
15/5/2015,15.0,15/5/2015,15/5/2015,0,MILNER #1,,0,0,2015-02-3045,10,,,,,VERBAL,,,NO,,
27/5/2015,27.0,27/5/2015,27/5/2015,<50,MAUDE B. TRAYLOR,,0,0,2015-02-3240,0,,,0,,VERBAL,,,NO,,
3/6/2015,3.0,3/6/2015,3/6/2015,270,KD ENERGY,,CORROSION,CORROSION,2015-02-3362,8,0.0,0,5,0,240,1,1,,,
18/6/2015,18.0,18/6/2015,18/6/2015,0,CR-197,WHP,0,0,2015-02-3624,0,,,0,,VERBAL,,,NO,,
24/6/2015,24.0,24/6/2015,24/6/2015,96,KOVAR OPERATING,,PIPE LEAK,PIPE LEAK,2015-02-3711,79,0.0,0,,,,1,1,,,
1/2/2015,1.0,1/2/2015,1/2/2015,0,WEST RANCH -A-,,0,0,2015-02-769,0,,,,,VERBAL,,,NO,,
8/2/2015,8.0,8/2/2015,8/2/2015,0,WEST RANCH -A-,,20,840,2015-02-905,0,,,0,,VERBAL,,,NO,,
,,,,,,,,,,,,,,,,,,,,
20/4/2015,20.0,21/4/2015,21/4/2015,0,O'CONNELL A,,0,0,2105-01-5641,0,,,0,,H-8,,,NO,,
9/1/2016,9.0,11/1/2016,11/1/2016,1,1776 ENERGY OPERATORS,,STUFFING BOX FAIL,STUFFING BOX FAIL,22663,2,0.0,0,,,,1,1,,,
12/1/2016,12.0,12/1/2016,12/1/2016,0,BROS UNIT,,67,2814,22929,0,,,,,VERBAL,,,NO,,
13/1/2016,13.0,13/1/2016,13/1/2016,210,INC.,,FIRE TUBE CORROSION,10,23024,420,0.0,0,420,,,1,,NO,,
12/1/2016,12.0,12/1/2016,12/1/2016,3444,INC,,STATIC ELECTRICITY,75,23231,3150,0.0,0,0,0,0,1,,NO,,
24/1/2016,24.0,25/1/2016,25/1/2016,0,HRNCIR,,40,1680,24355,0,,,0,,VERBAL,,,NO,,
11/2/2016,11.0,12/2/2016,12/2/2016,0,SOUTH SUGARLOAF SWD,,0,0,26823,0,,,0,,VERBAL,,,NO,,
15/2/2016,15.0,16/2/2016,16/2/2016,0,SOUTH SUGARLOAF SWD,,0,0,27061,0,,,0,,VERBAL,,,NO,,
,,,,,,,,,,,,,,,,,,,,
29/2/2016,29.0,29/2/2016,29/2/2016,400,EOG RESOURCES,,HUMAN ERROR,HUMAN ERROR,28725,0,0.0,0,0,0,400,1,1,,,
6/3/2016,6.0,6/3/2016,6/3/2016,17,DEVON ENERGY PRODUCTION CO,,MECHANICAL FAILURE,MECHANICAL FAILURE,29467,13,,,12,,16,1,1,,,
9/3/2016,9.0,9/3/2016,9/3/2016,1134,ANDERSON,,MECHANICAL FAILURE,2,29889,84,0.0,0,,0,,1,,NO,,
9/3/2016,9.0,9/3/2016,9/3/2016,1050,Pioneer Natural Resources (acq. by ExxonMobil 2023),,WEATHER,0,29878,0,0.0,0,0,0,0,1,,NO,,
,,,,,,,,,,,,,,,,,,,,
1/4/2016,1.0,1/4/2016,1/4/2016,0,SPEAR REYNOLDS  UNIT F,,4,168,32539,0,,,,,VERBAL,,,NO,,
31/3/2016,31.0,1/4/2016,1/4/2016,2100,INC.,,MECHANICAL FAILURE,0,32593,0,0.0,0,0,0,2100,1,,NO,,
3/4/2016,3.0,3/4/2016,3/4/2016,0,ARABIAN 1H (CMGL 01-5944),,23,966,32635,0,,,0,,VERBAL,,,NO,,
13/4/2016,13.0,13/4/2016,13/4/2016,0,TINSLEY,,16,672,34104,0,,,0,,VERBAL,,,NO,,
14/4/2016,14.0,15/4/2016,15/4/2016,20,1776 ENERGY OPERATORS,,CORROSION,CORROSION,34342,10,0.0,0,5,0,0,1,1,,,
16/4/2016,16.0,18/4/2016,18/4/2016,5460,Anadarko (acq. by Occidental 2019),,PIN HOLE LEAK,0,34636,0,0.0,0,0,0,5460,1,,NO,,
21/4/2016,21.0,21/4/2016,21/4/2016,25,PYOTE WELL SERVICE,,FIRE,FIRE,34988,5,0.0,,,,,2,2,,,
4/5/2016,4.0,4/5/2016,4/5/2016,23100,LAMBERT,,LEAK,150,36517,6300,0.0,0,,,,1,,NO,,
29/4/2016,29.0,29/4/2016,29/4/2016,2100,Anadarko (acq. by Occidental 2019),,HUMAN ERROR,0,36050,0,0.0,0,0,0,0,1,,NO,,
13/5/2016,13.0,13/5/2016,13/5/2016,0,ROBERTS FEE,,600,25200,37648,0,,,0,,VERBAL,,,NO,,
2/5/2016,2.0,13/5/2016,13/5/2016,93,TAOS RESOURCES OPERATING CO,,MECHANICAL FAILURE,MECHANICAL FAILURE,37866,0,0.0,0,0,0,0,1,1,,,
19/5/2016,19.0,19/5/2016,19/5/2016,0,BAMMERT,,0,0,38279,2,,,,,VERBAL,,,NO,,
18/5/2016,18.0,18/5/2016,18/5/2016,3,SIERRA RESOURCES,,CORROSION,CORROSION,38047,0,0.0,0,,,,1,1,,,
30/5/2016,30.0,30/5/2016,30/5/2016,5250,SELECT ENERGY SERVICES,,HUMAN ERROR,0,39162,0,0.0,0,0,0,252,1,,NO,,
30/5/2016,30.0,30/5/2016,30/5/2016,0,ODAM,,10,420,39163,0,,,0,,VERBAL,,,NO,,
,,,,,,,,,,,,,,,,,,,,
18/5/2016,18.0,18/5/2016,18/5/2016,40,BRIDGER ENVIRONMENTAL,,HUMAN ERROR,HUMAN ERROR,38123,30,0.0,0,0,0,0,1,1,,,
19/5/2016,19.0,19/5/2016,19/5/2016,8400,L. C.,,WEATHER,20,38246,840,0.0,0,0,0,8400,1,,NO,,
,,,,,,,,,,,,,,,,,,,,
28/6/2016,28.0,29/6/2016,29/6/2016,1050,Pioneer Natural Resources (acq. by ExxonMobil 2023),,CORROSION,0,43228,0,0.0,0,0,0,840,1,,NO,,
28/6/2016,28.0,29/6/2016,29/6/2016,30,DEVON ENERGY PRODUCTION CO,,CORROSION,CORROSION,43258,0,0.0,0,0,0,30,1,1,,,
3/7/2016,3.0,3/7/2016,3/7/2016,5250,CHILIPITIN,,CORROSION,1,43567,42,0.0,0,0,0,5250,1,,NO,,
5/7/2016,5.0,5/7/2016,5/7/2016,0,CAT-KENEDY SWD #1,,0,0,43651,0,,,0,,VERBAL,,,NO,,
15/7/2016,15.0,15/7/2016,15/7/2016,0,W.J. FOX 'A',,0,0,45050,0,,,0,,VERBAL,,,NO,,
18/7/2016,18.0,18/7/2016,18/7/2016,120,QC ENERGY RESOURCES TEXAS,,HUMAN ERROR,HUMAN ERROR,45362,0,0.0,0,0,0,0,1,1,,,
24/7/2016,24.0,24/7/2016,24/7/2016,0,TOM OCONNOR (5800 SD) FLD UNIT,,10,420,46005,0,,,0,,VERBAL,,,NO,,
29/7/2016,29.0,29/7/2016,29/7/2016,0,CAT-KENEDY SWD #1,,0,0,46871,0,,,0,,VERBAL,,,NO,,
30/7/2016,30.0,30/7/2016,30/7/2016,10,CHESAPEAKE OPERATING,,CORROSION,CORROSION,46747,30,0.0,0,,,,1,1,,,
3/8/2016,3.0,4/8/2016,4/8/2016,2310,EP ENERGY E&P COMPANY,,CORROSION,0,47415,0,0.0,0,0,0,2310,1,,NO,,
25/8/2016,25.0,24/8/2016,24/8/2016,5,CHESAPEAKE OPERATING,,FRAC INTERFERENCE,FRAC INTERFERENCE,49806,102,0.0,0,99,0,3,1,1,,,
28/8/2016,28.0,29/8/2016,29/8/2016,735,EP ENERGY E&P COMPANY,,MECHANICAL FAILURE,17.5,50148,735,0.0,0,,0,,1,,NO,,
9/8/2106,9.0,8/8/2016,8/8/2016,8610,LAMBERT,,MECHANICAL FAILURE,5,47696,210,0.0,0,0,0,0,1,,NO,,
12/9/2016,12.0,13/9/2016,13/9/2016,1470,Pioneer Natural Resources (acq. by ExxonMobil 2023),,PIN HOLE LEAK,0,52220,0,0.0,0,0,0,1260,1,,NO,,
8/9/2016,8.0,8/9/2016,8/9/2016,0,RR PRINCE RANCH SWD,,0,0,51866,0,,,0,,VERBAL,,,NO,,
17/9/2016,17.0,19/9/2016,19/9/2016,120,CHESAPEAKE OPERATING,,CORROSION,CORROSION,53393,0,0.0,0,0,0,,1,1,,,
20/9/2016,20.0,20/9/2016,20/9/2016,0,WEST RANCH -A-,,0.1,4.2,53587,0,,,0,,VERBAL,,,YES,,
,,,,,,,,,,,,,,,,,,,,
14/10/2016,14.0,14/10/2016,14/10/2016,54,CHESAPEAKE OPERATING,,MECHANICAL FAILURE,MECHANICAL FAILURE,56999,0,0.0,0,0,0,50,1,1,,,
27/10/2016,27.0,27/10/2016,27/10/2016,630,AVANT,,HUMAN ERROR,8,58558,336,0.0,0,0,0,0,1,,NO,,
7/11/2016,7.0,7/11/2016,7/11/2016,8,EOG RESOURCES,,MECHANICAL FAILURE,MECHANICAL FAILURE,59786,12,0.0,0,,0,,1,1,,,
28/11/2016,28.0,28/11/2016,28/11/2016,10,PENN VIRGINIA OIL & GAS,,INTERNAL CORROSION,CORROSION,61888,80,0.0,0,79,0,0,1,1,,,
21/10/2016,21.0,10/11/2016,10/11/2016,0,FRIO LASALLE SYSTEM PIPELINE,,0,0,60119,0,,,0,,VERBAL,,,NO,,
8/12/2016,8.0,9/12/2016,9/12/2016,1050,EP ENERGY E&P COMPANY,,CORROSION,25,63347,1050,0.0,0,546,0,504,1,,NO,,
22/11/2016,22.0,22/11/2016,22/11/2016,55,CHESAPEAKE OPERATING,,CORROSION,CORROSION,61575,0,0.0,0,0,0,10,1,1,,,
20/12/2016,20.0,20/12/2016,20/12/2016,50,BELLOWS OPERATING CO.,,MECHANICAL FAILURE,MECHANICAL FAILURE,64774,0,0.0,0,0,0,0,1,1,,,
1/12/2016,1.0,5/12/2016,5/12/2016,4620,Anadarko (acq. by Occidental 2019),,MECHANICAL FAILURE,0,62729,0,180.0,0,0,180,4620,1,,NO,,
12/12/2016,12.0,12/12/2016,12/12/2016,1260,Pioneer Natural Resources (acq. by ExxonMobil 2023),,MECHANICAL FAILURE,0,63595,0,0.0,0,0,0,1260,1,,NO,,
17/12/2016,17.0,20/12/2016,20/12/2016,35,CHESAPEAKE OPERATING,,,,64557,35,0.0,0,57,0,0,1,1,,,
15/1/2017,15.0,18/1/2017,18/1/2017,4200,Anadarko (acq. by Occidental 2019),,CORROSION,0,68208,0,0.0,0,0,0,0,1,,NO,,
2/3/2017,2.0,2/3/2017,2/3/2017,0,RYAN,,0,0,73814,0,,,0,,VERBAL,,,NO,,
7/3/2017,7.0,7/3/2017,7/3/2017,0,ANTON URBANCZYK,,10,420,74414,0,,,0,,VERBAL,,,NO,,
8/3/2017,8.0,9/3/2017,9/3/2017,0,BRIGGS,,120,5040,74707,0,,,0,,VERBAL,,,NO,,
17/3/2017,17.0,17/3/2017,17/3/2017,200,FROSTWOOD ENERGY,,CORROSION,CORROSION,75895,35,0.0,0,34,0,191,1,1,,,
22/1/2017,22.0,22/1/2017,22/1/2017,210,LLC,,MECHANICAL FAILURE,10,68663,420,0.0,0,0,0,0,1,,NO,,
31/3/2017,31.0,31/3/2017,31/3/2017,0,TOM OCONNER 5800 FIELD UNIT,,0,0,77579,0,,,0,,VERBAL,,,NO,,
10/4/2017,10.0,10/4/2017,10/4/2017,0,TOM OCONNER 5800 FIELD UNIT,,0,0,78662,0,,,0,,VERBAL,,,NO,,
10/4/2017,10.0,11/4/2017,11/4/2017,100,CHESAPEAKE OPERATING,,CORROSION,CORROSION,79829,0,0.0,0,0,0,100,1,1,,,
11/4/2017,11.0,11/4/2017,11/4/2017,0,PRESTAGE,,0,0,78841,0,,,0,,VERBAL,,,NO,,
20/4/2017,20.0,21/4/2017,21/4/2017,60,EOG RESOURCES,,MECHANICAL FAILURE,MECHANICAL FAILURE,80408,37,0.0,0,36,0,0,1,1,,,
5/5/2017,5.0,8/5/2017,8/5/2017,25,CHESAPEAKE OPERATING,,MECHANICAL FAILURE,MECHANICAL FAILURE,82405,6,0.0,0,5,0,,1,1,,,
18/5/2017,18.0,18/5/2017,18/5/2017,7,ENERVEST OPERATING,,MECHANICAL FAILURE,MECHANICAL FAILURE,83835,7,0.0,0,,0,,1,1,,,
20/5/2017,20.0,22/5/2017,22/5/2017,0,PENA,,~200,8400,84205,0,,,0,,VERBAL,,,NO,,
31/5/2017,31.0,31/5/2017,31/5/2017,25,VICEROY PETROLEUM,,MECHANICAL FAILURE,MECHANICAL FAILURE,85416,5,0.0,0,0,0,0,1,1,,,
,,,,,,,,,,,,,,,,,,,,
26/5/2017,26.0,26/5/2017,26/5/2017,0,PENA,,0,0,84879,0,,,0,,VERBAL,,,NO,,
19/5/2017,19.0,19/5/2017,19/5/2017,0,BARGMANN FACILITY,,50,2100,83958,0,,,0,,VERBAL,,,NO,,
1/6/2017,1.0,2/6/2017,2/6/2017,0,IRWIN EAST,,28,1176,85606,0,,,0,,VERBAL,,,NO,,
2/6/2017,2.0,2/6/2017,2/6/2017,20,EXCO OPERATING CO.,,FRACKING (NEARBY),FRACKING (NEARBY),85649,20,0.0,0,20,0,20,1,1,,,
31/5/2017,31.0,31/5/2017,31/5/2017,150,OGOG OPERATING,,LIGHTNING STRIKE,WEATHER,85404,10,0.0,0,0,0,0,1,1,,,
5/6/2017,5.0,5/6/2017,5/6/2017,260,DEVON ENERGY PRODUCTION CO,,CORROSION,CORROSION,86477,0,0.0,0,0,0,260,1,1,,,
13/6/2017,13.0,14/6/2017,14/6/2017,50,EOG RESOURCES,,CORROSION,CORROSION,87040,0,0.0,0,0,0,,1,1,,,
13/6/2017,13.0,14/6/2017,14/6/2017,45,EOG RESOURCES,,MECHANICAL FAILURE,MECHANICAL FAILURE,87042,20,0.0,0,,0,,1,1,,,
,,,,,,,,,,,,,,,,,,,,
1/7/2017,1.0,1/7/2017,1/7/2017,24780,EP ENERGY E&P COMPANY,,CORROSION,10,89573,420,0.0,0,0,0,0,1,,NO,,
30/6/2017,30.0,30/6/2017,30/6/2017,210,Pioneer Natural Resources (acq. by ExxonMobil 2023),,CORROSION,20,89691,840,0.0,0,210,0,42,1,,NO,,
5/7/2017,5.0,5/7/2017,5/7/2017,1700,PYOTE WELL SERVICE,,UNKNOWN,UNKNOWN,89942,500,,0,,0,,,,,,
18/7/2017,18.0,18/7/2017,18/7/2017,0,KNOBLOCH B,,140,5880,91956,0,,,0,,VERBAL,,,NO,,
28/7/2017,28.0,28/7/2017,28/7/2017,2646,Pioneer Natural Resources (acq. by ExxonMobil 2023),,CORROSION,0,93522,0,3.0,0,0,0.5,630,1,,NO,,
31/7/2017,31.0,31/7/2017,31/7/2017,63,ALLERKAMP,,MECHANICAL FAILURE,1.5,93828,63,0.0,0,,0,,1,,NO,,
8/8/2017,8.0,8/8/2017,8/8/2017,80,SN EF MAVERICK,,POSSIBLY STATIC ELECTRICITY,POSSIBLY STATIC ELECTRICITY,95070,0,20.0,0,0,0,0,1,1,,,
12/8/2017,12.0,12/8/2017,12/8/2017,4,CHESAPEAKE OPERATING,,MECHANICAL FAILURE,MECHANICAL FAILURE,95384,2,0.0,0,0.3,0,2,1,1,,,
15/7/2017,15.0,15/7/2017,15/7/2017,37800,ALLEN,,WEATHER,100,91448,4200,0.0,0,3990,0,,1,,NO,,
22/8/2017,22.0,22/8/2017,22/8/2017,130,AMERICO ENERGY RESOURCES,,MECHANICAL FAILURE,MECHANICAL FAILURE,96496,0,0.0,0,0,0,,1,1,,,
17/8/2017,17.0,18/8/2017,18/8/2017,10,SILVERBOW RESOURCES OPER,,OVER FLOW,OVER FLOW,95974,0,0.0,0,0,0,0,2,2,,,
6/8/2017,6.0,6/8/2017,6/8/2017,0,IRVIN EAST,,28,1176,95188,0,,,0,,VERBAL,,,NO,,
10/9/2017,10.0,11/9/2017,11/9/2017,0,BRISCOE RANCH EF,,5,210,98662,0,,,0,,VERBAL,,,NO,,
2/9/2017,2.0,2/9/2017,2/9/2017,0,BONORDEN-CLARK GAS UNIT,,0,0,97749,0,,,0,,VERBAL,,,YES,,
16/9/2017,16.0,18/9/2017,18/9/2017,0,RCT A,,25,1050,99924,0,,,0,,VERBAL,,,YES,,
23/9/2017,23.0,23/9/2017,23/9/2017,1260,HEARD,,MECHANICAL FAILURE,20,101169,840,0.0,0,756,0,,1,,NO,,
29/9/2017,29.0,4/10/2017,4/10/2017,0,GIERISCH UNIT,,224,9408,102440,0,,,0,,VERBAL,,,NO,,
9/10/2017,9.0,9/10/2017,9/10/2017,441,LONESTAR OPERATING,,EXTERNAL CORRISION,CORROSION,103014,10,0.0,0,5,0,300,,,,,
16/10/2017,16.0,17/10/2017,17/10/2017,134,LONESTAR OPERATING,,HUMAN ERROR,HUMAN ERROR,104084,0,0.0,0,0,0,0,1,1,,,
13/10/2017,13.0,13/10/2017,13/10/2017,0,TOM OCONNER 5800 BATTERY 3,,0,0,103688,0,,,0,,VERBAL,,,NO,,
30/9/2017,30.0,1/10/2017,1/10/2017,18,CINCO OIL & GAS,,MECHANICAL FAILURE,MECHANICAL FAILURE,101894,15,0.0,0,5,0,0,1,1,,,
14/8/2017,14.0,15/8/2017,15/8/2017,0,BRISCOE RANCH EF,,12,504,95627,0,,,0,,VERBAL,,,NO,,
4/11/2017,4.0,5/11/2017,5/11/2017,60,CHESAPEAKE OPERATING,,CORROSION,CORROSION,106934,0,0.0,0,0,0,20,1,1,,,
4/11/2017,4.0,5/11/2017,5/11/2017,1050,LLC,,UNKNOWN,5,106982,210,0.0,0,84,0,756,1,,NO,,
24/11/2017,24.0,26/11/2017,26/11/2017,0,BOULDIN-MANFORD-MOOS (AW1),,15,630,109415,0,,,0,,VERBAL,,,NO,,
12/12/2017,12.0,12/12/2017,12/12/2017,252,EP ENERGY E&P COMPANY,,CORROSION,36,112212,1512,0.0,0,0,0,0,1,,NO,,
24/12/2017,24.0,24/12/2017,24/12/2017,6,CHESAPEAKE OPERATING,,MECHANICAL FAILURE,MECHANICAL FAILURE,115471,5,0.0,0,5,0,6,1,1,,,
28/8/2017,28.0,29/8/2017,29/8/2017,0,HARDESTY UNIT A,,385,16170,97409,0,,,0,,VERBAL,,,YES,,
3/1/2018,3.0,3/1/2018,3/1/2018,385,EOG RESOURCES,,CORROSION,CORROSION,114385,0,0.0,0,0,0,384,1,1,,,
15/1/2018,15.0,15/1/2018,15/1/2018,,HACKBARTH-BURES,,0,0,115794,0,,,0,,VERBAL,,,NO,,
16/1/2018,16.0,16/1/2018,16/1/2018,0,CMWW A,,0,0,116029,0,,,0,,VERBAL,,,NO,,
19/1/2018,19.0,17/1/2018,17/1/2018,840,BURNS,,MECHANICAL FAILURE,0,116603,0,0.0,0,0,0,0,1,,NO,,
24/1/2018,24.0,24/1/2018,24/1/2018,8400,KYNETTE,,CORROSION,0.5,117219,21,0.0,0,,0,,1,,NO,,
29/1/2018,29.0,30/1/2018,30/1/2018,19,EOG RESOURCES,,MECHANICAL FAILURE,MECHANICAL FAILURE,117853,9,0.0,0,9,0,19,1,1,,,
31/1/2018,31.0,1/2/2018,1/2/2018,0,TOM O'CONNOR -C- BATTERY,,0,0,118151,0,,,0,,VERBAL,,,NO,,
4/2/2018,4.0,4/2/2018,4/2/2018,30,CHESAPEAKE OPERATING,,CORROSION,CORROSION,118403,0,0.0,0,0,0,30,1,1,,,
4/2/2018,4.0,5/2/2018,5/2/2018,3,CHESAPEAKE OPERATING,,MECHANICAL FAILURE,MECHANICAL FAILURE,118612,36,0.0,0,35,0,2,1,1,,,
8/2/2018,8.0,8/2/2018,8/2/2018,300,TRINITY OPERATING (USG),,CORROSION,CORROSION,119121,0,0.0,0,0,0,0,3,3,,,
16/2/2018,16.0,16/2/2018,16/2/2018,0,ALTITO B 74A UNIT,,0,0,120118,0,,,0,,VERBAL,,,NO,,
26/2/2018,26.0,26/2/2018,26/2/2018,2730,L.L.C.,,CORROSION,0,121021,0,0.0,0,0,0,,1,,NO,,
25/2/2018,25.0,25/2/2018,25/2/2018,0,TE PILGRIM SWD,,450,18900,120912,0,,,0,,VERBAL,,,NO,,
,,,,,,,,,,,,,,,,,,,,
4/3/2018,4.0,4/3/2018,4/3/2018,35,EOG RESOURCES,,HOLE IN TANK,HOLE IN TANK,121791,10,0.0,0,0,0,0,1,1,,,
,,,,,,,,,,,,,,,,,,,,
11/3/2018,11.0,12/3/2018,12/3/2018,34,DILWORTH,,CORROSION,CORROSION,122948,0,0.0,0,0,0,0,1,1,,,
17/3/2018,17.0,17/3/2018,17/3/2018,90,PAISANO SERVICE & SUPPLY,,HUMAN ERROR,HUMAN ERROR,123544,0,0.0,0,0,0,,1,1,,,
18/3/2018,18.0,18/3/2018,18/3/2018,1680,HEARD,,CORROSION,0,123882,0,0.0,0,0,0,,1,,NO,,
22/3/2018,22.0,23/3/2018,23/3/2018,0,IRVIN F UNIT,,30,1260,124408,0,,,0,,VERBAL,,,NO,,
,,,,,,,,,,,,,,,,,,,,
29/3/2018,29.0,29/3/2018,29/3/2018,0,TOM OCONNOR (5800 SD)-BATTERY# 3,,0,0,125240,0,,,,,VERBAL,,,NO,,
29/3/2018,29.0,29/3/2018,29/3/2018,0,TOM OCONNOR (5800 SD)-BATTERY# 4,,20,840,125253,0,,,0,,VERBAL,,,NO,,
30/3/2018,30.0,30/3/2018,30/3/2018,0,MEEKS,,15,630,125337,0,,,0,,VERBAL,,,NO,,
2/4/2018,2.0,2/4/2018,2/4/2018,210,OCONNOR,,CORROSION,0,125664,0,25.0,0,0,23,84,1,,NO,,
14/4/2018,14.0,14/4/2018,14/4/2018,20,CHESAPEAKE OPERATING,,CORROSION,CORROSION,127399,15,0.0,0,8,0,15,1,1,,,
2/4/2018,2.0,27/4/2018,27/4/2018,420,LLC,,MECHANICAL FAILURE,40,129282,1680,0.0,,,0,,1,,NO,,
19/5/2018,19.0,19/5/2018,19/5/2018,0,J SMITH UNIT A,,0,0,132060,14,,,0,,VERBAL,,,NO,,
21/5/2018,21.0,21/5/2018,21/5/2018,1300,LLC,,LIGHTNING STRIKE,WEATHER,132271,520,0.0,0,0,0,0,1,1,,,
5/5/2018,5.0,7/5/2018,7/5/2018,186,PENN VIRGINIA OIL & GAS,,MECHANICAL FAILURE,MECHANICAL FAILURE,130371,63,0.0,0,0,0,0,1,1,,,
23/5/2018,23.0,23/5/2018,23/5/2018,0,STS,,0,0,132599,0,,,0,,VERBAL,,,NO,,
9/5/2018,9.0,9/5/2018,9/5/2018,0,KORTH C UNIT,,40,1680,130754,0,,,0,,VERBAL,,,NO,,
14/6/2018,14.0,14/6/2018,14/6/2018,840,L.L.C.,,MECHANICAL FAILURE,10,135372,420,0.0,0,420,0,840,2,,NO,,
21/6/2018,21.0,21/6/2018,21/6/2018,50,DEVON ENERGY PRODUCTION CO,,CORROSION,CORROSION,136292,350,0.0,0,350,0,50,1,1,,,
27/6/2018,27.0,27/6/2018,27/6/2018,0,RITCHIE FARMS SW GATHERING LINE,,0,0,136954,0,,,0,,VERBAL,,,NO,,
4/7/2018,4.0,5/7/2018,5/7/2018,0,LACKEY UNIT A,,5.6,235.2,137778,0,,,0,,VERBAL,,,NO,,
28/6/2018,28.0,29/6/2018,29/6/2018,8400,LAMBERT,,LIVESTOCK,0,137297,0,0.0,0,0,0,8400,1,,NO,,
5/6/2018,5.0,5/6/2018,5/6/2018,10500,LAMBERT,,RUPTURE,0,134058,0,0.0,0,0,0,,1,,NO,,
31/5/2018,31.0,14/6/2018,14/6/2018,5,AB RESERVE,,LIVESTOCK,LIVESTOCK,133919,?,0.0,0,0,0,0,1,1,,,
26/6/2018,26.0,26/6/2018,26/6/2018,0,,,0,0,136687,0,,,0,,VERBAL,,,NO,,
21/7/2018,21.0,25/7/2018,25/7/2018,200,SEA EAGLE FORD,,OPERATOR-HUMAN ERROR,HUMAN ERROR,140479,900,0.0,0,900,0,200,1,1,,,
25/7/2018,25.0,25/7/2018,25/7/2018,160,EOG RESOURCES,,MECHANICAL FAILURE,MECHANICAL FAILURE,140659,0,0.0,0,0,0,0,1,1,,,
31/7/2018,31.0,30/7/2018,30/7/2018,62,CHESAPEAKE OPERATING,,CORROSION,CORROSION,141336,0,0.0,0,0,0,20,1,1,,,
2/8/2018,2.0,2/8/2018,2/8/2018,2,EOG RESOURCES,,PIN HOLE FROM SAND,PIN HOLE FROM SAND,141687,2,0.0,0,0,0,0,2,2,,,
3/8/2018,3.0,3/8/2018,3/8/2018,130,EOG RESOURCES,,HUMAN ERROR,HUMAN ERROR,141701,0,0.0,0,0,0,130,1,1,,,
23/8/2018,23.0,23/8/2018,23/8/2018,130,EOG RESOURCES,,MECHANICAL FAILURE,MECHANICAL FAILURE,144284,5,0.0,0,0,0,0,1,1,,,
25/8/2018,25.0,25/8/2018,25/8/2018,15540,LLC,,LARKIN HEAD RUBBER SEAL,0,144398,0,0.0,0,0,0,4620,1,,NO,,
4/9/2018,4.0,5/9/2018,5/9/2018,0,IRVIN WEST,,15,630,145610,0,,,0,,VERBAL,,,NO,,
7/9/2018,7.0,7/9/2018,7/9/2018,37800,BAKER,,MECHANICAL FAILURE,100,145882,4200,0.0,0,4179,0,,1,,NO,,
28/9/2018,28.0,28/9/2018,28/9/2018,4200,HEARD,,TRANSFER PUMP FAILURE,600,148771,25200,0.0,0,,0,,1,,NO,,
,,,,,,,,,,,,,,,,,,,,
15/8/2018,15.0,26/9/2018,26/9/2018,0,FRIDAY RANCH,,0,0,149180,0,,,0,,VERBAL,,,NO,,
6/10/2018,6.0,6/10/2018,6/10/2018,300,DEVON ENERGY PRODUCTION CO,,MECHANICAL FAILURE,MECHANICAL FAILURE,150072,0,0.0,0,0,0,0,1,1,,,
9/10/2018,9.0,10/10/2018,10/10/2018,0,PROVIDENT CITY G.U.,,0,0,150247,0,,,0,,VERBAL,,,NO,,
11/10/2018,11.0,11/10/2018,11/10/2018,40,CHESAPEAKE OPERATING,,CORROSION,CORROSION,150504,0,0.0,0,0,0,20,1,1,,,
11/10/2018,11.0,11/10/2018,11/10/2018,0,STEIN UNIT A,,0,0,150522,0,,,0,,VERBAL,,,NO,,
,,,,,,,,,,,,,,,,,,,,
20/10/2018,20.0,20/10/2018,20/10/2018,0,DENMAN -C-,,5,210,151538,0,,,,,VERBAL,,,YES,,
31/10/2018,31.0,31/10/2018,31/10/2018,0,,,1,42,153055,0,,,0,,VERBAL,,,YES,,
1/11/2018,1.0,1/11/2018,1/11/2018,420,LLC,,SHUT OFF VALVE FAILURE,20,153145,840,0.0,0,,0,,1,,NO,,
7/11/2018,7.0,7/11/2018,7/11/2018,0,LANDER,,5,210,153890,0,,,0,,VERBAL,,,NO,,
18/11/2018,18.0,19/11/2018,19/11/2018,0,RUCKMAN RANCH UNIT,,5,210,155272,0,,,0,,VERBAL,,,NO,,
18/11/2018,18.0,19/11/2018,19/11/2018,0,BRIGGS NORTH CPF,,0,0,155263,0,,,0,,VERBAL,,,NO,,
18/11/2018,18.0,19/11/2018,19/11/2018,1260,L.L.C.,,MECHANICAL FAILURE,0,155264,0,0.0,0,0,0,,1,,NO,,
7/12/2018,7.0,6/12/2018,6/12/2018,70,CHESAPEAKE OPERATING,,CORROSION,CORROSION,157908,10,0.0,0,6,0,65,1,1,,,
